age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit,segment,job_change,relocation,competitor_pricing_gap,upi_frequency_drop,app_login_decay,credit_card_count,avg_monthly_balance,loan_interest_rate
51,blue-collar,divorced,tertiary,no,4886.15,no,no,cellular,16,jan,1561,10,-1,0,unknown,yes,Jan Dhan,0,0,-1.65,0.77,0.12,0,2173.5,0.0
39,admin.,single,primary,no,375108.59,yes,no,unknown,17,aug,31,1,-1,0,unknown,no,Salaried,0,0,-1.62,0.23,0.07,1,44366.83,0.0
65,unemployed,single,primary,no,425.15,yes,no,cellular,13,feb,1840,2,-1,0,unknown,yes,Jan Dhan,0,0,-1.46,0.58,0.17,0,2932.19,0.0
61,entrepreneur,divorced,unknown,no,1247005.92,yes,yes,cellular,21,dec,2068,6,237,0,unknown,no,MSME,0,0,-1.41,0.13,0.2,1,396035.38,13.43
40,blue-collar,single,secondary,no,1537.3,no,no,unknown,26,jan,2839,6,80,0,unknown,no,Jan Dhan,0,0,-0.17,0.41,0.26,0,1526.86,0.0
42,management,divorced,tertiary,no,449691.36,yes,yes,cellular,28,feb,1148,3,259,0,unknown,yes,Salaried,0,0,0.51,0.16,0.19,3,60633.09,0.0
25,student,divorced,secondary,no,1389.15,no,no,cellular,6,mar,1341,9,-1,0,unknown,yes,Student,0,0,0.71,0.21,0.74,0,906.83,0.0
21,student,married,unknown,no,3631.32,no,no,cellular,14,jul,331,1,-1,0,unknown,yes,Student,0,0,-1.74,0.27,0.51,0,566.6,0.0
46,admin.,married,primary,no,325619.24,yes,no,cellular,5,jul,2421,7,-1,0,unknown,no,Salaried,1,1,-0.96,0.25,0.38,2,57464.1,0.0
23,technician,single,secondary,no,245649.7,yes,no,unknown,16,jan,2735,9,144,2,success,yes,Salaried,0,0,-1.95,0.04,0.23,3,80647.52,0.0
27,admin.,married,tertiary,no,258211.18,yes,no,unknown,15,jan,279,8,-1,0,unknown,no,Salaried,0,0,-0.02,0.12,0.27,2,87472.03,0.0
34,management,single,primary,no,31668.77,no,no,cellular,29,jul,685,8,240,3,unknown,no,Salaried,0,0,-1.65,0.19,0.41,2,82144.68,0.0
25,entrepreneur,divorced,secondary,no,1240913.82,yes,no,unknown,23,jan,1979,6,258,2,other,no,MSME,0,0,-1.93,0.59,0.15,3,222900.22,13.18
30,services,divorced,unknown,no,1982.28,no,no,unknown,4,sep,2820,7,62,2,success,yes,Jan Dhan,0,0,0.7,0.89,0.17,0,4788.84,0.0
46,management,divorced,secondary,no,337076.74,yes,yes,cellular,11,sep,995,1,-1,0,unknown,yes,Salaried,0,0,-1.82,0.33,0.21,1,29666.18,0.0
51,management,divorced,tertiary,no,208800.66,yes,no,unknown,10,sep,2247,4,-1,0,unknown,yes,Salaried,0,1,0.81,0.04,0.14,1,36586.63,0.0
53,entrepreneur,divorced,primary,no,1036844.55,no,yes,unknown,3,jul,2722,8,45,3,unknown,no,MSME,0,0,-1.87,0.48,0.52,2,179850.31,10.98
39,entrepreneur,married,primary,no,901669.96,yes,no,cellular,2,jan,72,2,-1,0,unknown,yes,MSME,0,0,-0.09,0.16,0.6,4,189906.49,10.73
53,blue-collar,divorced,secondary,no,2552.66,no,no,cellular,22,nov,2297,2,-1,0,unknown,no,Jan Dhan,0,0,-1.56,0.81,0.03,0,40.14,0.0
48,management,single,tertiary,no,167928.73,no,no,unknown,21,sep,813,4,204,4,success,yes,Salaried,0,0,0.79,0.35,0.46,0,59005.18,0.0
40,technician,single,secondary,no,236079.08,no,no,unknown,29,mar,1549,6,-1,0,unknown,yes,Salaried,0,0,0.41,0.24,0.35,0,66276.86,0.0
26,admin.,single,unknown,no,194728.27,yes,yes,unknown,22,jan,2775,9,218,2,success,yes,Salaried,1,0,0.78,0.15,0.29,3,73098.14,0.0
56,services,married,secondary,no,4423.16,no,no,telephone,26,nov,2086,1,21,2,unknown,no,Jan Dhan,0,0,-1.6,0.85,0.18,0,4767.49,0.0
48,unemployed,single,secondary,no,8378.63,no,no,cellular,18,sep,1666,6,-1,0,unknown,yes,Jan Dhan,0,0,-0.37,0.63,0.07,0,1119.88,0.0
43,blue-collar,single,secondary,no,7438.8,yes,no,cellular,7,jan,2624,6,264,5,other,yes,Jan Dhan,0,0,0.66,0.89,0.05,0,3776.36,0.0
45,retired,single,secondary,no,33514600.81,no,yes,cellular,22,jan,1806,10,-1,0,unknown,no,HNI,0,0,0.35,0.16,0.15,7,4003015.35,0.0
19,student,married,unknown,no,1794.4,no,yes,cellular,18,may,2226,7,-1,0,unknown,no,Student,0,0,0.31,0.25,0.48,0,1659.39,0.0
42,technician,divorced,tertiary,no,194794.48,yes,no,cellular,30,mar,2595,7,-1,0,unknown,yes,Salaried,0,0,-0.86,0.32,0.19,2,32173.38,0.0
27,technician,divorced,primary,no,130830.11,no,yes,cellular,4,aug,465,1,138,5,other,yes,Salaried,0,0,0.43,0.17,0.43,0,46635.76,0.0
60,entrepreneur,single,secondary,no,1870783.79,yes,no,unknown,13,feb,2606,2,-1,0,unknown,yes,MSME,0,0,-0.55,0.43,0.15,1,117432.18,8.47
42,entrepreneur,married,tertiary,no,845025.24,no,yes,cellular,14,may,2548,2,179,3,other,yes,MSME,0,0,-1.4,0.21,0.5,3,213896.42,9.97
54,management,divorced,primary,no,173059.22,no,yes,cellular,19,feb,1702,6,119,2,success,yes,Salaried,0,0,-0.69,0.08,0.15,0,52948.68,0.0
55,entrepreneur,married,unknown,no,996617.63,no,yes,cellular,19,feb,2816,6,111,0,unknown,no,MSME,0,0,-1.41,0.58,0.13,1,420016.46,9.25
55,management,married,primary,no,29245.59,no,yes,unknown,7,mar,1876,2,-1,0,unknown,no,Salaried,0,0,-1.69,0.24,0.3,3,94749.22,0.0
39,admin.,single,primary,no,483326.41,yes,no,cellular,30,oct,399,7,-1,0,unknown,no,Salaried,0,0,-1.55,0.29,0.36,2,79289.28,0.0
60,management,divorced,secondary,no,17255887.6,yes,no,unknown,19,dec,452,3,-1,0,unknown,yes,HNI,0,0,-1.48,0.07,0.11,5,2206859.4,0.0
54,admin.,single,unknown,no,456597.05,no,no,cellular,20,feb,398,8,-1,0,unknown,yes,Salaried,0,0,0.11,0.2,0.06,1,37801.55,0.0
31,housemaid,divorced,unknown,no,2062.58,no,no,unknown,23,may,1460,1,-1,0,unknown,yes,Jan Dhan,0,0,0.38,0.62,0.07,0,4528.76,0.0
24,student,married,unknown,no,2798.0,no,no,cellular,27,feb,1649,4,-1,0,unknown,yes,Student,0,0,-0.43,0.52,0.4,0,1414.84,0.0
62,services,single,tertiary,no,8781.49,no,no,cellular,14,apr,1865,9,110,4,unknown,yes,Jan Dhan,0,0,-1.12,0.51,0.21,0,707.55,0.0
56,entrepreneur,married,tertiary,no,1885726.29,no,no,cellular,9,feb,24,6,235,5,unknown,no,MSME,0,0,0.27,0.25,0.1,5,176051.26,10.08
30,management,divorced,tertiary,no,156464.06,no,no,cellular,1,sep,2680,10,231,2,failure,yes,Salaried,0,0,0.35,0.11,0.38,2,71334.4,0.0
23,management,married,secondary,no,217523.54,yes,no,telephone,15,aug,521,5,147,1,failure,no,Salaried,0,0,-1.61,0.28,0.0,2,82294.82,0.0
51,unemployed,divorced,primary,no,58.06,no,no,cellular,1,dec,1951,9,-1,0,unknown,no,Jan Dhan,0,0,0.48,0.76,0.16,0,3757.38,0.0
22,technician,single,primary,no,354666.53,no,no,unknown,16,oct,545,10,-1,0,unknown,yes,Salaried,0,0,-1.95,0.14,0.1,2,80221.03,0.0
48,unemployed,divorced,secondary,no,8439.4,no,no,cellular,20,dec,2743,5,-1,0,unknown,no,Jan Dhan,0,0,-1.47,0.79,0.17,0,4187.62,0.0
18,student,married,primary,no,4292.83,no,no,unknown,2,jul,2230,6,76,3,unknown,yes,Student,0,0,-0.31,0.49,0.31,0,1462.76,0.0
35,entrepreneur,married,unknown,no,1913049.47,no,yes,unknown,1,oct,2399,10,234,4,failure,no,MSME,1,0,-0.67,0.57,0.28,1,293609.57,8.7
25,admin.,single,primary,no,208820.22,yes,yes,cellular,20,oct,1755,9,-1,0,unknown,yes,Salaried,0,0,-1.59,0.14,0.06,3,36088.85,0.0
50,technician,single,tertiary,no,461336.36,yes,yes,telephone,30,oct,1337,8,42,3,success,yes,Salaried,0,0,-1.74,0.12,0.04,3,68440.18,0.0
25,admin.,married,secondary,no,189586.98,no,yes,cellular,1,jun,2595,2,191,4,success,yes,Salaried,0,0,-1.67,0.14,0.11,1,49137.09,0.0
32,services,single,primary,no,564.71,yes,no,unknown,23,sep,2058,10,174,4,unknown,yes,Jan Dhan,0,0,-0.84,0.47,0.1,0,549.58,0.0
48,unemployed,single,secondary,no,2327.76,no,no,unknown,29,may,105,1,-1,0,unknown,no,Jan Dhan,0,0,-1.99,0.67,0.13,0,3270.95,0.0
33,management,married,primary,no,420495.3,yes,yes,telephone,20,nov,2698,9,62,4,failure,no,Salaried,0,0,-0.65,0.11,0.17,1,28507.54,0.0
33,services,married,tertiary,no,5791.1,no,no,cellular,20,apr,127,5,-1,0,unknown,yes,Jan Dhan,0,0,-1.79,0.72,0.01,0,4514.98,0.0
42,management,single,unknown,no,310480.11,yes,yes,cellular,31,mar,1604,7,-1,0,unknown,no,Salaried,0,0,-1.29,0.08,0.35,0,66244.63,0.0
39,blue-collar,single,primary,no,6554.81,no,no,cellular,15,oct,1549,6,-1,0,unknown,yes,Jan Dhan,0,1,-0.18,0.46,0.01,0,2153.18,0.0
24,student,single,secondary,no,1707.99,no,no,cellular,12,dec,1790,7,171,4,other,yes,Student,0,0,-0.47,0.61,0.46,0,933.96,0.0
48,technician,divorced,secondary,no,278669.66,yes,yes,cellular,3,oct,1911,1,-1,0,unknown,yes,Salaried,0,0,-1.64,0.32,0.31,0,15614.17,0.0
20,student,divorced,primary,no,1702.6,no,yes,cellular,15,aug,1724,2,-1,0,unknown,no,Student,0,0,-0.49,0.64,0.35,1,1316.41,0.0
24,student,single,tertiary,no,2394.65,no,no,telephone,29,jul,1302,8,-1,0,unknown,yes,Student,0,0,-0.95,0.35,0.31,0,1694.7,0.0
71,retired,single,tertiary,no,48954574.63,yes,no,cellular,29,oct,97,6,156,2,success,yes,HNI,0,0,-0.88,0.05,0.08,7,1789505.38,0.0
37,technician,divorced,primary,no,452599.05,yes,yes,cellular,13,jul,1657,8,-1,0,unknown,yes,Salaried,0,0,-1.45,0.3,0.48,3,84418.58,0.0
38,services,single,primary,no,5892.24,no,no,unknown,9,jun,249,8,-1,0,unknown,yes,Jan Dhan,0,0,0.03,0.85,0.12,0,2469.15,0.0
25,admin.,divorced,secondary,no,288721.85,no,yes,cellular,29,jul,15,2,237,1,success,no,Salaried,0,0,0.51,0.17,0.38,1,54059.27,0.0
49,admin.,divorced,secondary,no,103056.8,yes,no,cellular,21,mar,2646,1,-1,0,unknown,no,Salaried,0,0,-1.33,0.37,0.41,2,94709.23,0.0
60,self-employed,single,secondary,no,37242399.8,yes,yes,cellular,3,jun,1663,5,-1,0,unknown,yes,HNI,0,0,0.85,0.18,0.02,2,8027637.56,0.0
51,management,married,secondary,no,104730.07,yes,no,cellular,5,dec,2414,7,130,4,success,yes,Salaried,0,0,-1.42,0.37,0.13,0,81015.16,0.0
35,admin.,divorced,secondary,no,88881.62,no,no,unknown,3,dec,1379,6,251,5,unknown,no,Salaried,0,0,0.26,0.31,0.28,3,79443.45,0.0
21,student,single,tertiary,no,4817.03,no,no,cellular,23,dec,1410,6,243,5,success,no,Student,1,0,-0.87,0.25,0.81,0,935.55,0.0
28,admin.,single,unknown,no,247899.03,yes,yes,cellular,12,oct,2963,3,-1,0,unknown,no,Salaried,0,0,-1.12,0.15,0.15,1,18672.37,0.0
46,blue-collar,divorced,tertiary,no,4024.19,no,no,unknown,26,oct,2560,10,-1,0,unknown,yes,Jan Dhan,1,0,-1.05,0.51,0.07,0,1925.29,0.0
50,admin.,divorced,primary,no,420833.39,yes,no,unknown,3,aug,2850,4,-1,0,unknown,yes,Salaried,0,0,-1.66,0.19,0.21,1,76661.99,0.0
47,admin.,married,unknown,no,33544.81,no,no,unknown,3,jan,830,9,-1,0,unknown,yes,Salaried,0,0,-1.59,0.12,0.46,2,30804.86,0.0
36,technician,single,unknown,no,453861.66,no,no,unknown,14,oct,2980,7,183,3,success,yes,Salaried,0,0,-0.94,0.07,0.39,0,29154.59,0.0
54,blue-collar,married,secondary,no,2563.12,no,no,cellular,9,oct,2891,2,40,0,unknown,yes,Jan Dhan,0,0,0.42,0.84,0.02,0,1180.16,0.0
60,entrepreneur,divorced,tertiary,no,358362.07,yes,yes,cellular,17,jun,2733,7,159,2,unknown,no,MSME,0,0,-0.11,0.48,0.44,2,146067.27,12.28
59,admin.,single,secondary,no,135794.84,yes,no,cellular,26,may,2726,7,-1,0,unknown,no,Salaried,0,0,-1.03,0.09,0.24,3,76021.54,0.0
65,entrepreneur,married,unknown,no,1845038.32,yes,no,cellular,28,nov,901,1,-1,0,unknown,no,MSME,0,0,0.17,0.36,0.52,3,375977.01,12.67
32,admin.,divorced,secondary,no,360066.68,yes,no,cellular,6,sep,2811,10,-1,0,unknown,no,Salaried,0,0,-1.96,0.23,0.47,2,97327.1,0.0
56,technician,married,unknown,no,470275.64,no,yes,cellular,17,jun,1629,7,-1,0,unknown,yes,Salaried,0,0,0.26,0.2,0.02,2,15926.53,0.0
33,management,married,primary,no,122721.35,yes,yes,unknown,28,may,2437,10,232,1,unknown,no,Salaried,0,0,0.25,0.35,0.15,0,96461.98,0.0
38,housemaid,divorced,tertiary,no,3336.44,no,no,cellular,7,feb,534,1,-1,0,unknown,no,Jan Dhan,0,0,-0.15,0.47,0.04,0,16.51,0.0
44,retired,married,unknown,no,46274278.35,no,no,cellular,26,oct,1806,1,-1,0,unknown,yes,HNI,0,0,-1.51,0.19,0.03,4,7410264.37,0.0
25,technician,married,unknown,no,465835.26,no,yes,cellular,22,oct,1443,10,-1,0,unknown,no,Salaried,0,0,-1.0,0.19,0.49,0,65858.62,0.0
23,student,married,primary,no,1186.56,no,no,cellular,21,jun,1790,5,-1,0,unknown,no,Student,0,0,-0.45,0.43,0.74,0,797.81,0.0
22,student,married,tertiary,no,4557.69,no,yes,cellular,8,mar,422,7,283,2,failure,no,Student,0,0,0.77,0.31,0.72,0,1933.03,0.0
40,unemployed,divorced,secondary,no,7272.68,no,no,unknown,19,mar,2995,9,287,3,unknown,yes,Jan Dhan,0,0,0.04,0.89,0.05,0,268.91,0.0
36,entrepreneur,single,tertiary,no,1083959.36,no,yes,unknown,25,feb,1780,4,-1,0,unknown,yes,MSME,0,0,0.74,0.2,0.12,3,479773.36,12.41
27,entrepreneur,divorced,secondary,no,1756156.81,yes,yes,telephone,15,aug,2307,9,-1,0,unknown,yes,MSME,1,0,-0.24,0.57,0.25,3,73824.75,11.9
23,technician,single,tertiary,no,185802.19,yes,no,cellular,10,aug,437,5,4,3,failure,yes,Salaried,0,0,0.09,0.22,0.41,2,29505.95,0.0
32,admin.,married,primary,no,299851.81,no,no,cellular,16,jul,2834,4,-1,0,unknown,yes,Salaried,0,0,0.79,0.01,0.38,1,53768.86,0.0
60,admin.,single,unknown,no,159336.3,yes,no,unknown,13,aug,1880,5,53,2,other,yes,Salaried,0,0,-0.78,0.07,0.41,2,70630.06,0.0
70,self-employed,divorced,primary,no,41711141.38,no,no,cellular,13,sep,1521,10,-1,0,unknown,yes,HNI,0,0,-1.65,0.06,0.02,5,7154824.35,0.0
53,unemployed,single,primary,no,3145.07,no,no,cellular,3,jan,688,9,-1,0,unknown,yes,Jan Dhan,0,0,-0.29,0.77,0.08,0,3190.5,0.0
21,blue-collar,married,tertiary,no,897.45,no,no,unknown,3,jun,2822,8,292,0,unknown,no,Jan Dhan,1,0,-1.18,0.72,0.24,0,646.2,0.0
25,admin.,divorced,primary,no,372074.77,no,yes,cellular,1,dec,2050,1,-1,0,unknown,no,Salaried,0,0,-0.91,0.22,0.4,1,36892.0,0.0
62,housemaid,single,unknown,no,1635.84,no,no,telephone,4,nov,1314,5,205,3,other,no,Jan Dhan,1,0,0.33,0.74,0.2,0,1372.56,0.0
30,admin.,married,tertiary,no,353387.25,yes,no,cellular,19,aug,1484,1,-1,0,unknown,yes,Salaried,0,0,0.06,0.16,0.25,3,97989.92,0.0
42,management,divorced,secondary,no,353222.76,yes,no,cellular,5,nov,1560,9,142,0,unknown,yes,Salaried,0,0,-1.12,0.11,0.28,0,96291.86,0.0
38,management,single,unknown,no,233290.09,no,yes,cellular,18,mar,1030,9,-1,0,unknown,no,Salaried,1,0,0.05,0.25,0.45,0,44428.22,0.0
22,management,single,secondary,no,322553.4,no,yes,unknown,4,mar,2115,9,53,4,unknown,yes,Salaried,0,1,0.46,0.25,0.21,1,68198.61,0.0
33,technician,married,primary,no,449150.72,no,no,cellular,18,sep,2648,2,131,4,other,no,Salaried,1,0,0.06,0.12,0.07,1,29145.6,0.0
64,housemaid,single,primary,no,4249.73,no,no,cellular,4,sep,1648,4,-1,0,unknown,yes,Jan Dhan,0,0,0.81,0.7,0.12,0,4288.95,0.0
33,admin.,divorced,primary,no,391779.92,no,no,unknown,17,oct,2800,10,253,2,other,yes,Salaried,1,0,-0.16,0.1,0.41,2,71270.92,0.0
31,services,married,tertiary,no,2530.66,no,no,unknown,5,dec,216,1,-1,0,unknown,no,Jan Dhan,0,0,-1.26,0.43,0.11,0,4298.38,0.0
37,management,married,primary,no,375865.96,yes,no,unknown,30,dec,1309,8,-1,0,unknown,no,Salaried,0,1,-0.5,0.2,0.18,3,56053.74,0.0
37,management,married,unknown,no,13838970.02,yes,no,unknown,31,oct,701,8,-1,0,unknown,yes,HNI,0,0,-1.87,0.09,0.01,6,8031955.13,0.0
39,technician,married,secondary,no,27629.55,yes,no,unknown,15,mar,232,2,-1,0,unknown,yes,Salaried,0,0,-0.09,0.05,0.13,2,28453.18,0.0
47,housemaid,married,tertiary,no,4799.17,no,no,telephone,26,oct,2091,10,22,0,unknown,yes,Jan Dhan,0,0,-0.53,0.61,0.01,0,1841.87,0.0
54,admin.,divorced,primary,no,125170.66,no,yes,unknown,1,sep,888,4,-1,0,unknown,yes,Salaried,0,0,0.92,0.23,0.49,1,98051.46,0.0
23,admin.,married,tertiary,no,312343.72,yes,no,cellular,27,apr,1816,4,-1,0,unknown,no,Salaried,1,0,0.39,0.2,0.42,1,19655.69,0.0
57,technician,married,secondary,no,317204.54,yes,yes,cellular,6,nov,2399,3,-1,0,unknown,yes,Salaried,0,0,-0.43,0.28,0.27,0,80548.18,0.0
58,technician,divorced,unknown,no,204091.52,yes,yes,unknown,30,jan,921,9,33,4,unknown,no,Salaried,1,0,-0.36,0.01,0.21,0,68471.32,0.0
46,technician,divorced,tertiary,no,310040.5,no,no,cellular,4,jun,1086,3,-1,0,unknown,yes,Salaried,0,0,-1.31,0.11,0.41,3,86972.5,0.0
37,retired,married,secondary,no,25727784.09,no,no,cellular,30,jun,658,2,-1,0,unknown,yes,HNI,0,1,0.91,0.04,0.04,7,5528452.02,0.0
19,student,single,secondary,no,4339.88,no,yes,cellular,15,jun,2396,8,68,3,success,no,Student,0,0,0.1,0.43,0.34,0,832.41,0.0
62,housemaid,single,unknown,no,9526.43,no,no,unknown,8,may,2838,9,224,0,unknown,yes,Jan Dhan,0,0,0.93,0.85,0.1,0,4592.7,0.0
58,admin.,single,primary,no,384008.32,no,yes,cellular,1,jan,140,8,-1,0,unknown,yes,Salaried,1,0,0.51,0.01,0.19,3,78909.79,0.0
44,unemployed,single,secondary,no,4765.99,no,no,cellular,2,dec,2120,2,-1,0,unknown,yes,Jan Dhan,0,0,-0.58,0.64,0.18,0,1250.71,0.0
45,management,divorced,unknown,no,333307.53,yes,no,unknown,27,mar,1198,5,225,0,unknown,yes,Salaried,0,0,0.78,0.11,0.14,2,76750.06,0.0
58,technician,single,secondary,no,137816.06,yes,yes,cellular,3,sep,546,6,-1,0,unknown,yes,Salaried,0,0,0.31,0.09,0.19,0,72888.01,0.0
33,technician,divorced,primary,no,491553.85,no,yes,cellular,16,feb,147,3,-1,0,unknown,no,Salaried,0,0,0.51,0.36,0.47,1,95449.16,0.0
38,services,divorced,secondary,no,1305.33,no,no,unknown,6,sep,1050,1,-1,0,unknown,no,Jan Dhan,0,0,-1.82,0.54,0.15,0,4838.1,0.0
54,blue-collar,divorced,unknown,no,5408.54,no,no,telephone,14,nov,1920,9,-1,0,unknown,yes,Jan Dhan,0,0,-1.49,0.48,0.19,0,2501.66,0.0
21,student,married,primary,no,4390.21,no,no,cellular,21,feb,2930,10,195,4,unknown,no,Student,0,0,-1.8,0.73,0.59,0,620.56,0.0
39,technician,married,tertiary,no,377162.75,yes,no,unknown,12,nov,2393,4,-1,0,unknown,no,Salaried,1,0,0.51,0.04,0.26,2,36227.75,0.0
46,services,divorced,tertiary,no,1645.91,no,no,cellular,30,mar,1387,10,-1,0,unknown,no,Jan Dhan,0,0,-1.45,0.64,0.27,0,4318.67,0.0
36,housemaid,divorced,secondary,no,9292.65,no,no,cellular,26,jul,1932,8,-1,0,unknown,no,Jan Dhan,0,0,-0.55,0.41,0.07,0,3125.98,0.0
25,student,married,tertiary,no,1664.77,no,no,cellular,23,oct,167,8,107,5,other,no,Student,0,1,-1.67,0.46,0.3,0,802.34,0.0
35,management,divorced,tertiary,no,43770.06,yes,yes,cellular,1,nov,1340,9,144,0,unknown,no,Salaried,1,0,-1.46,0.29,0.01,2,40815.08,0.0
38,services,single,primary,no,339.46,no,no,telephone,25,may,2103,7,97,4,other,no,Jan Dhan,1,0,-0.95,0.52,0.25,0,668.83,0.0
65,management,married,secondary,no,33733496.65,no,no,cellular,28,feb,146,9,135,3,other,yes,HNI,1,0,0.65,0.02,0.13,6,3059737.66,0.0
47,admin.,married,tertiary,no,385561.55,yes,no,cellular,16,oct,2472,8,-1,0,unknown,yes,Salaried,0,0,-0.1,0.28,0.26,3,43538.45,0.0
24,services,divorced,unknown,no,2858.31,no,no,unknown,25,jun,1211,6,237,3,success,yes,Jan Dhan,0,0,0.31,0.8,0.14,0,1513.73,0.0
57,technician,single,secondary,no,258683.63,no,yes,unknown,23,jun,1272,2,37,3,failure,yes,Salaried,0,0,0.74,0.34,0.4,1,41525.27,0.0
42,unemployed,married,secondary,no,3897.42,no,no,cellular,26,oct,622,1,24,2,success,yes,Jan Dhan,0,0,0.16,0.67,0.19,0,4438.73,0.0
51,entrepreneur,divorced,secondary,no,126187.85,yes,yes,cellular,7,dec,931,4,46,4,other,no,MSME,0,0,-1.14,0.2,0.2,4,335564.81,11.38
32,technician,married,unknown,no,402567.91,yes,no,telephone,30,dec,369,1,-1,0,unknown,no,Salaried,0,0,0.8,0.32,0.47,1,78354.14,0.0
20,student,married,tertiary,no,3762.78,no,no,cellular,20,dec,2387,2,-1,0,unknown,no,Student,1,0,0.33,0.21,0.58,0,1773.62,0.0
22,student,single,tertiary,no,4675.75,no,yes,unknown,12,apr,1879,6,-1,0,unknown,yes,Student,1,0,-0.22,0.28,0.35,0,593.64,0.0
29,management,single,unknown,no,91937.91,no,yes,unknown,2,feb,1806,8,151,3,unknown,yes,Salaried,0,0,-0.32,0.09,0.39,1,66513.17,0.0
53,technician,single,primary,no,168484.95,yes,yes,unknown,28,nov,936,5,256,1,unknown,yes,Salaried,0,0,-0.08,0.08,0.43,3,61546.12,0.0
49,self-employed,divorced,secondary,no,18724936.52,no,no,unknown,7,oct,2951,8,-1,0,unknown,yes,HNI,0,0,-1.52,0.15,0.06,6,1958012.33,0.0
48,admin.,divorced,primary,no,444684.35,no,no,cellular,22,oct,2938,10,-1,0,unknown,yes,Salaried,0,0,-0.99,0.39,0.33,2,93325.36,0.0
30,entrepreneur,married,tertiary,no,1558779.47,yes,yes,telephone,19,oct,420,5,-1,0,unknown,yes,MSME,0,0,-1.59,0.3,0.34,4,214158.7,11.42
52,services,married,secondary,no,16.45,no,no,cellular,31,feb,35,1,147,4,success,yes,Jan Dhan,0,0,-1.76,0.77,0.07,0,2260.2,0.0
57,management,single,secondary,no,163721.03,yes,no,cellular,2,dec,2645,6,137,0,unknown,yes,Salaried,0,0,0.89,0.28,0.47,1,44499.27,0.0
64,unemployed,single,unknown,no,6200.54,no,no,unknown,27,jul,1038,9,-1,0,unknown,yes,Jan Dhan,0,0,-0.43,0.61,0.24,0,3489.96,0.0
34,technician,single,primary,no,320028.13,no,no,cellular,7,dec,39,8,-1,0,unknown,no,Salaried,0,0,-1.49,0.25,0.44,2,22022.82,0.0
51,technician,single,unknown,no,160415.31,no,no,unknown,7,may,2178,4,-1,0,unknown,yes,Salaried,1,0,-1.59,0.31,0.41,1,28258.83,0.0
29,entrepreneur,divorced,tertiary,no,557135.82,no,no,unknown,29,feb,2227,6,-1,0,unknown,yes,MSME,0,0,0.53,0.67,0.56,4,165474.93,10.9
18,student,divorced,secondary,no,1453.63,no,no,unknown,2,nov,2385,7,-1,0,unknown,no,Student,0,0,0.63,0.23,0.52,0,826.72,0.0
51,services,married,unknown,no,3735.38,no,no,cellular,12,aug,1384,6,223,2,other,no,Jan Dhan,0,0,-0.98,0.48,0.09,0,2607.09,0.0
41,unemployed,single,primary,no,7079.88,no,no,cellular,2,oct,1465,3,-1,0,unknown,no,Jan Dhan,1,0,-0.65,0.54,0.09,0,4123.63,0.0
19,unemployed,married,primary,no,6645.47,no,no,cellular,8,sep,1579,4,-1,0,unknown,no,Jan Dhan,0,1,0.76,0.71,0.15,0,2282.71,0.0
31,services,single,unknown,no,2001.02,no,no,cellular,18,jun,2096,3,233,2,failure,yes,Jan Dhan,1,0,-0.83,0.63,0.14,0,1487.75,0.0
26,management,married,primary,no,341171.68,yes,no,unknown,22,nov,2851,5,-1,0,unknown,no,Salaried,0,0,-1.66,0.1,0.01,3,33622.88,0.0
38,services,single,primary,no,785.73,no,no,cellular,10,oct,2572,9,63,4,success,yes,Jan Dhan,0,0,-0.34,0.79,0.1,0,4648.5,0.0
19,student,single,unknown,no,3696.54,no,no,cellular,21,feb,1468,7,87,1,unknown,no,Student,0,0,0.63,0.2,0.57,0,689.1,0.0
25,student,divorced,secondary,no,2145.56,no,no,unknown,25,feb,2486,5,-1,0,unknown,no,Student,0,0,-1.61,0.29,0.5,0,898.5,0.0
28,admin.,single,secondary,no,470948.77,no,yes,cellular,2,apr,1235,9,-1,0,unknown,no,Salaried,0,0,0.87,0.38,0.06,3,81442.63,0.0
40,self-employed,single,primary,no,8608423.27,yes,no,cellular,13,dec,1873,1,35,4,other,yes,HNI,0,0,-1.1,0.06,0.13,3,7634213.6,0.0
28,technician,married,secondary,no,62235.61,yes,no,cellular,4,apr,1475,1,176,5,unknown,yes,Salaried,0,0,-1.24,0.18,0.15,0,27633.17,0.0
24,student,married,tertiary,no,3489.83,no,no,unknown,31,apr,2531,5,-1,0,unknown,yes,Student,0,0,0.34,0.61,0.55,0,905.03,0.0
56,management,single,unknown,no,367411.42,no,no,unknown,13,nov,33,3,-1,0,unknown,yes,Salaried,0,0,-0.55,0.13,0.26,2,71647.17,0.0
34,technician,single,unknown,no,367744.17,no,yes,cellular,10,nov,598,2,-1,0,unknown,no,Salaried,0,0,-1.17,0.36,0.14,2,36626.97,0.0
28,admin.,single,unknown,no,344617.1,no,no,unknown,11,apr,2829,5,290,1,failure,yes,Salaried,1,0,-0.14,0.29,0.22,2,29201.66,0.0
47,management,single,unknown,no,9743138.28,no,yes,unknown,9,nov,1630,10,-1,0,unknown,yes,HNI,0,0,0.62,0.04,0.17,7,8638351.3,0.0
22,management,single,secondary,no,268650.33,no,no,unknown,30,jan,147,5,-1,0,unknown,yes,Salaried,0,1,-1.6,0.29,0.36,3,89781.45,0.0
